Nome,Estrelas,Texto,Data
Dony Alamsyah,undefined undefined undefined undefined undefined,sip..deh pokoknya,6 Agustus 2019 6 Agustus 2019
Bill Sannerix Tampubolon,undefined undefined undefined undefined undefined,bagus,6 Agustus 2019 6 Agustus 2019
IGaming,undefined,"aplikasi buruk, ga sedikit pun membantu contoh aplikasi sebelah selesai pemesanan lu tampilin itu tiket pemesanan di aplikasi lu biar orang pada tau ada time delay nya ga harus nunggu informasi dari maskapai goblok untung gue dapat info dari kawan sekeberangkatan dari aplikasi sebelah kalau tidak gu...Ulasan Lengkapaplikasi buruk, ga sedikit pun membantu contoh aplikasi sebelah selesai pemesanan lu tampilin itu tiket pemesanan di aplikasi lu biar orang pada tau ada time delay nya ga harus nunggu informasi dari maskapai goblok untung gue dapat info dari kawan sekeberangkatan dari aplikasi sebelah kalau tidak gue telat admin KONTOOOL",6 Agustus 2019 6 Agustus 2019
Endro Nusianto,undefined undefined undefined undefined undefined,hotel pondok bambu airy syariah bojonegoro murah dan bersih,6 Agustus 2019 6 Agustus 2019
Rahajeng Windaresti,undefined undefined undefined undefined undefined,murah dan ok,6 Agustus 2019 6 Agustus 2019
moza wahyu,undefined undefined undefined undefined undefined,be nice,6 Agustus 2019 6 Agustus 2019
Ahmad Juliadi,undefined undefined undefined undefined,bagus,6 Agustus 2019 6 Agustus 2019
Roby Obhet,undefined undefined undefined undefined undefined,pertahankan dengan harga yang bersaing.,6 Agustus 2019 6 Agustus 2019
Bryan Aldebaran,undefined,"kecewa krn beberapa hotel yg saya pesan sllu tak sesuai , yg terakhir parah lagi, hotelnya gelap gulita gak ada orang, gak ad security dan pintupun terkunci,. bawa anak istri jdi takut sendiri, cm parkiran aja yg terbuka dan penunggunya anak anak. ketika mau refund cm dijawab gak bisa. not recomende...Ulasan Lengkapkecewa krn beberapa hotel yg saya pesan sllu tak sesuai , yg terakhir parah lagi, hotelnya gelap gulita gak ada orang, gak ad security dan pintupun terkunci,. bawa anak istri jdi takut sendiri, cm parkiran aja yg terbuka dan penunggunya anak anak. ketika mau refund cm dijawab gak bisa. not recomended this application. murah iya., banyak tapi nya lah. yg udh download mending uninstall aja",5 Agustus 2019 5 Agustus 2019
Dita Sujana,undefined undefined undefined undefined undefined,selalu menyenangkan reservasi penginapan via airy 😊,5 Agustus 2019 5 Agustus 2019
Karnaen Naen,undefined undefined undefined undefined undefined,the best,5 Agustus 2019 5 Agustus 2019
Eko noverdiyanto Noverdiyanto,undefined undefined undefined undefined undefined,terasa lebih mudah,5 Agustus 2019 5 Agustus 2019
Alfian Rozid,undefined,AIRY tidak bertanggung jawab dengan customer.. jangan pernah menggunakan AIRY.. saya merasa di rugikan oleh AIRY,5 Agustus 2019 5 Agustus 2019
Jam Ila,undefined undefined undefined undefined undefined,hanya di airy saya temukan kamar murah dengan fasilitas kamar mahal,5 Agustus 2019 5 Agustus 2019
sudarmanto manto,undefined undefined undefined undefined,cari hotel yg sesuai budget pakai aplikasi ini sangat membantu,5 Agustus 2019 5 Agustus 2019
Widya Lestari,undefined undefined undefined,"waktu ada flash sale loading lama bgt pas mau cek pesanan 😅 alhasil kehabisan waktu flash sale & ngga kebagian 🙃tp pas ngga ada flash sale normal ngga ada loading sama sekali.. jd, niat ngga ngasih flash salenya 😃 maaf ya 3 bintang aja 😜",5 Agustus 2019 6 Agustus 2019
bowo Lex,undefined undefined undefined,"memuaskan, tp pelayanan di tanjung duren 11 satpamnyaa buruk.",5 Agustus 2019 5 Agustus 2019
Firmansyah Zainal,undefined undefined undefined undefined undefined,Pokokke mantap tenan,5 Agustus 2019 5 Agustus 2019
Rayana Saputra,undefined undefined undefined undefined,"Tolong dong, kenapa ya ini setiap mau konfirmasi pesanan loading nya lama sekali, jadi gak respect lagi smaa airy, kecewa",5 Agustus 2019 5 Agustus 2019
yosi carmenita,undefined undefined undefined,good,5 Agustus 2019 5 Agustus 2019
Homaini Umay,undefined undefined undefined,😉😍😍😎😎,5 Agustus 2019 5 Agustus 2019
Solehuddin 1978,undefined undefined undefined undefined undefined,"saya dpt hotel yg nyaman dan harga yg bersahabat,puas pokoe",5 Agustus 2019 5 Agustus 2019
Syarifudin Putra,undefined undefined undefined undefined undefined,ok,5 Agustus 2019 5 Agustus 2019
sevtiyan Ferdiansyah,undefined undefined undefined undefined undefined,"selalu membantu saat pencarian hotel + dimanjakan dengan diskon""nya",5 Agustus 2019 5 Agustus 2019
Ari Chenell,undefined undefined undefined undefined undefined,"Good untuk aplikasi Airy,,sangat cocok untuk semua kalangan,apalagi Airy sering memberi diskon🤩",5 Agustus 2019 5 Agustus 2019
zainal fadholy,undefined undefined undefined,pembayaran lewat bni atm kenapa eror ya,5 Agustus 2019 5 Agustus 2019
David Fangidae,undefined undefined undefined undefined undefined,"sgt memudahkan, tq",5 Agustus 2019 5 Agustus 2019
Azizi Fauzi,undefined undefined undefined undefined undefined,mantap,5 Agustus 2019 5 Agustus 2019
Ricarny Yosefin,undefined undefined undefined undefined undefined,Nginap murah berkualitas. Tiket pesawat murah dengan banyak promo. Makasih airy,5 Agustus 2019 5 Agustus 2019
Ramdani Driver,undefined undefined undefined undefined undefined,mantap,5 Agustus 2019 5 Agustus 2019
bhonie 45,undefined undefined undefined undefined undefined,okay bgtz,5 Agustus 2019 5 Agustus 2019
Ali Hanafiah,undefined undefined undefined undefined undefined,execelent,5 Agustus 2019 5 Agustus 2019
Roni Uber,undefined undefined undefined undefined undefined,"Baik bnget,trimaksh bnyk utk airy",5 Agustus 2019 5 Agustus 2019
Risa Rehan,undefined undefined undefined,apa bs jika kalo saya memesan ticket pesawat d bayar d gerai pnjualn tiket pesawat soalnya sya gk ad atm mohon d jawab trima kasih,5 Agustus 2019 5 Agustus 2019
Anggun Bahrun Taufik,undefined undefined undefined undefined undefined,good,5 Agustus 2019 5 Agustus 2019
Daryat Mendri,undefined undefined undefined undefined undefined,oke,5 Agustus 2019 5 Agustus 2019
jliteng wibowo,undefined undefined undefined undefined undefined,ok airy saat ini,4 Agustus 2019 4 Agustus 2019
Julieana Juli,undefined undefined undefined undefined undefined,puas bget dan yg pling terjangkau,4 Agustus 2019 4 Agustus 2019
Zulfadli Lutfi Kadir,undefined,bagus,4 Agustus 2019 4 Agustus 2019
amadeus romano,undefined undefined undefined undefined undefined,mantap hrganya,4 Agustus 2019 4 Agustus 2019
Harry Muliadi,undefined undefined undefined undefined undefined,mantul,4 Agustus 2019 4 Agustus 2019
Hargo Wiyoto,undefined undefined undefined undefined undefined,murah dan mudah,4 Agustus 2019 4 Agustus 2019
siswanto Prasetya,undefined undefined undefined undefined undefined,tiket pesawat dan hotel murah ya di airy,4 Agustus 2019 4 Agustus 2019
Aris Sy,undefined,"loading lama .mohon tunggu, butuh waktu beberapa menit .bisa jam""an lho hehe",4 Agustus 2019 4 Agustus 2019
ferdin zihon,undefined undefined undefined undefined undefined,mas kalau saya chek in jam 14.00 dini hari. chek out nya jam 12.00 besok ya..,4 Agustus 2019 4 Agustus 2019
herry yanto,undefined undefined undefined undefined undefined,aplikasi airy. memang mantap. sekali boking. langsung terkirim. E.ticket nya beri selalu yg terbaik. buat para pengguna Airy. mudah dan cepat,4 Agustus 2019 4 Agustus 2019
Innes Fazriah,undefined undefined undefined undefined undefined,memuaskan lebih mudah dalam memesan tiket,4 Agustus 2019 4 Agustus 2019
Riantyo Toluwa,undefined undefined undefined undefined undefined,Airy Rooms kereeen.. Harga Tiket pesawat Beda dgn Lain Belum Harga Promonya..Sangat2 Membantu Gak Nyesal pakai Aplikasi Airy..😊😘😍,4 Agustus 2019 4 Agustus 2019
Ayu Jasmine,undefined undefined undefined undefined undefined,Airy booking kamar paling murah & menjamin kenyamanan. good.,4 Agustus 2019 4 Agustus 2019
tasyi Nirwani,undefined undefined undefined undefined,"cari tiket kemana aja mudah dan cari penginapan juga mudah, tinggal pilih lalu klik dan bayar :)",4 Agustus 2019 4 Agustus 2019
Darma Kencana,undefined undefined undefined undefined undefined,"Proses cepat,promo bukan tipu tipu !!",4 Agustus 2019 4 Agustus 2019
Tri Lestari,undefined undefined undefined undefined undefined,😍,4 Agustus 2019 4 Agustus 2019
Kiky AnisTM,undefined undefined undefined undefined undefined,Woke,4 Agustus 2019 4 Agustus 2019
Restu Misrianti,undefined undefined undefined undefined undefined,Pelayanan cepat,4 Agustus 2019 4 Agustus 2019
Agusly Hardi,undefined undefined undefined,tadi kamar mandiy agak bau.,4 Agustus 2019 4 Agustus 2019
SAMSANI SAMSANI,undefined undefined undefined undefined undefined,sukaaa... murah dan promo nya di tingkatkan...,3 Agustus 2019 3 Agustus 2019
ependi Ginting,undefined undefined undefined undefined,"semoga aplikasinya dapat ditingkatkan lagi, karna pada saat konfirmasi pesanan loading terus tapi tau taunya udah ke pesan, jadi saya ngak tau harus bayar",3 Agustus 2019 3 Agustus 2019
Dyan Loha,undefined undefined undefined undefined,rekomended..,3 Agustus 2019 3 Agustus 2019
krisna dani,undefined undefined undefined undefined undefined,bikin mudah,3 Agustus 2019 3 Agustus 2019
Mas Angga,undefined undefined undefined undefined undefined,Sangat Membantu,3 Agustus 2019 3 Agustus 2019
istana aulia lestari pt,undefined undefined undefined undefined,nice,3 Agustus 2019 3 Agustus 2019
Irpan Dani,undefined undefined undefined undefined undefined,oke..cepat akurat,3 Agustus 2019 3 Agustus 2019
Evatio h,undefined undefined undefined undefined undefined,harga tiket pesawat selalu lebih murah,3 Agustus 2019 3 Agustus 2019
chief eng,undefined undefined undefined undefined,cukup membantu utk cari kamar harga kompetitif,3 Agustus 2019 3 Agustus 2019
Nerma Upa paseru,undefined undefined undefined undefined undefined,recommended banget,3 Agustus 2019 3 Agustus 2019
Ardi Wasila Chandra,undefined undefined undefined undefined undefined,sangat rekomendasi utk anda mencari tiket/hotel dimanapun,3 Agustus 2019 3 Agustus 2019
Rajwa Mikayla,undefined undefined undefined undefined undefined,murah ok,3 Agustus 2019 3 Agustus 2019
Hikmah Wardani,undefined undefined undefined undefined undefined,murah,3 Agustus 2019 3 Agustus 2019
Muhammad Roni,undefined undefined undefined undefined undefined,sip bagus,3 Agustus 2019 3 Agustus 2019
Sri Hardjanto,undefined undefined undefined undefined undefined,mudah mencari tempat isturahat yg terjangkau untuk kedepannya supaya pemesanan kamar dipermudah seperti halnya pembayaran kamar untuk pemesanan H - 1 bisa melalui gerai,3 Agustus 2019 3 Agustus 2019
pro of the gaming,undefined undefined undefined undefined undefined,Mantap,3 Agustus 2019 3 Agustus 2019
viki saputra,undefined undefined undefined undefined undefined,mantap,3 Agustus 2019 3 Agustus 2019
Danny Asiano Suitela,undefined undefined undefined undefined undefined,uda bgus cm promo tiket pesawat sd pke btasan mks pmbelian...,3 Agustus 2019 3 Agustus 2019
Bob Gumelar,undefined undefined undefined undefined undefined,nice..dan mudah..,3 Agustus 2019 3 Agustus 2019
Erick Su,undefined undefined undefined undefined undefined,mantap,3 Agustus 2019 3 Agustus 2019
wahyu demond,undefined undefined undefined undefined undefined,TOP DAH,3 Agustus 2019 3 Agustus 2019
andi aslam,undefined undefined undefined undefined undefined,ntapw,3 Agustus 2019 3 Agustus 2019
Mfikri Naufal,undefined undefined undefined undefined undefined,nyaman,3 Agustus 2019 3 Agustus 2019
Anggie R.k,undefined undefined undefined undefined undefined,good service,3 Agustus 2019 3 Agustus 2019
Mochamad David,undefined undefined undefined undefined undefined,ok,3 Agustus 2019 3 Agustus 2019
Faiz Art,undefined undefined undefined undefined undefined,fasilitasnya hampir sama dengan binta 5,2 Agustus 2019 2 Agustus 2019
lidiya agustya,undefined undefined undefined undefined,jos,2 Agustus 2019 2 Agustus 2019
nugroho dedy pratomo,undefined undefined undefined undefined undefined,mantab,2 Agustus 2019 2 Agustus 2019
Angger Aprie,undefined undefined undefined undefined undefined,Kalau tepat pilih tempat & harganya cocok,2 Agustus 2019 2 Agustus 2019
Leonardus Calvin,undefined undefined undefined undefined undefined,Comfortable budget hotel 👍,2 Agustus 2019 2 Agustus 2019
rizky kurniawan,undefined undefined undefined undefined undefined,bersih Dan rapi,2 Agustus 2019 2 Agustus 2019
Ahmad Naufal,undefined undefined undefined undefined,baik baik baik,2 Agustus 2019 2 Agustus 2019
Annisaa Fauziyyah,undefined undefined undefined undefined undefined,cs fast respon,2 Agustus 2019 2 Agustus 2019
buronan mitoha,undefined undefined undefined undefined undefined,Godd,2 Agustus 2019 2 Agustus 2019
Sudaryanto Dar,undefined undefined undefined undefined undefined,aplikasi ini sangat mudah dalam pemesanan,2 Agustus 2019 2 Agustus 2019
Farkhan Mubarok,undefined,kecewa sama airy karena mau pesen tiket pesawat keluar negeri belum tersedia. apakah aplikasi ini di desain khusus untuk bepergian dalam negeri saja?,2 Agustus 2019 2 Agustus 2019
KONTAK HP,undefined undefined undefined undefined undefined,RECOMMENDED,2 Agustus 2019 2 Agustus 2019
Digital Currencies,undefined undefined undefined undefined undefined,proses nya sangat cepat,2 Agustus 2019 2 Agustus 2019
eko dermawan,undefined undefined undefined undefined undefined,oke bgt,2 Agustus 2019 2 Agustus 2019
Aam yu,undefined undefined undefined undefined,jos,2 Agustus 2019 2 Agustus 2019
Efendi Bagussavez,undefined undefined undefined undefined undefined,Bagus harga oke,2 Agustus 2019 2 Agustus 2019
Wita Sihotang,undefined undefined undefined undefined undefined,ok,2 Agustus 2019 2 Agustus 2019
Lilis yusuf Waridah,undefined undefined undefined undefined,"semua fasilitas bagus, cuma ada nyambung mengganggu istirahat",2 Agustus 2019 2 Agustus 2019
Alfin Pambut85,undefined undefined undefined undefined,mantap,2 Agustus 2019 2 Agustus 2019
Ilham Machdum,undefined undefined undefined undefined undefined,Good,2 Agustus 2019 2 Agustus 2019
Nalku Elang,undefined undefined undefined undefined undefined,ga ribet,2 Agustus 2019 2 Agustus 2019
Mujahidah Amrullah,undefined undefined undefined undefined undefined,"mudah, murah dan cepat",2 Agustus 2019 2 Agustus 2019
Revina Ratna,undefined undefined undefined undefined undefined,"harga aman, kamar nyaman",2 Agustus 2019 2 Agustus 2019
Chandra Lekha,undefined undefined undefined undefined undefined,Airy TiketPesawat. OK,1 Agustus 2019 1 Agustus 2019
Chaidir 1972,undefined undefined undefined undefined undefined,"sangat keren,tp potongannya agak di tinggikan.mksh",1 Agustus 2019 1 Agustus 2019
junita tya,undefined undefined undefined undefined,"bagus sih, cuma diskonnya suka dadakan dengan waktu yang singkat. jadi jarang dapet diskon. sarannya mungkin kalo bisa bookinya yang ada hotel+breakfast nya sekaalian jangan room aja. sama tambahin hotelnya. biar lebih bervariasi 💥💥💥❤️",1 Agustus 2019 1 Agustus 2019
Mohamad Arief,undefined undefined undefined undefined undefined,bagus dan mantab aplikasinya. banyakin diskonnya ya,1 Agustus 2019 1 Agustus 2019
Rosdiana Dewi,undefined undefined undefined undefined undefined,good,1 Agustus 2019 1 Agustus 2019
Bambang Prayogi,undefined undefined undefined,"tidak kayak dulu. mau mesan lama banget sampai berjam-jam padahal dulu cepat kenapa sekarang malah lambat , sangat di sayangkan.kok ga bisa lagi.",1 Agustus 2019 1 Agustus 2019
Sala Mah,undefined undefined undefined undefined undefined,mudah cepat murah dan berkualitas....,1 Agustus 2019 1 Agustus 2019
Yandri Rahmat,undefined undefined undefined undefined,mantap,1 Agustus 2019 1 Agustus 2019
Hamrin Lauga,undefined undefined undefined undefined undefined,good,1 Agustus 2019 1 Agustus 2019
Sidiq Khusna,undefined undefined undefined undefined undefined,bagus,1 Agustus 2019 1 Agustus 2019
Marthin Lala,undefined undefined undefined undefined undefined,mantap😁,1 Agustus 2019 1 Agustus 2019
Acak acak bengkel,undefined undefined undefined undefined undefined,good,1 Agustus 2019 1 Agustus 2019
Junita Esty,undefined undefined undefined undefined undefined,great! thank you Airy ❤❤❤,1 Agustus 2019 1 Agustus 2019
Sugino Osaka,undefined undefined undefined undefined undefined,top,1 Agustus 2019 1 Agustus 2019
Ikbar Forza,undefined undefined undefined undefined undefined,good,1 Agustus 2019 1 Agustus 2019
miny mosseh,undefined undefined undefined undefined undefined,ok bs bantu klu w lg kluar kota harga jg ekonomis,1 Agustus 2019 1 Agustus 2019
Emmy Lim,undefined undefined undefined undefined undefined,Good,1 Agustus 2019 1 Agustus 2019
Sayyidatina Aisyah,undefined undefined undefined undefined,mudah simpel praktissss,1 Agustus 2019 1 Agustus 2019
Nurudin Fauzan,undefined undefined undefined undefined undefined,nice,1 Agustus 2019 1 Agustus 2019
ian bellamy,undefined undefined undefined undefined undefined,membantu sekali,1 Agustus 2019 1 Agustus 2019
elsa nur,undefined undefined undefined undefined undefined,"sukakk bgt ama aplikasi ini, cuma saran aja harusnya harganya udh ama pajak.. jadi pas fix mesen harganya ga berubah pas diawal",1 Agustus 2019 1 Agustus 2019
Giovinco Robert,undefined undefined undefined undefined undefined,mantap sekali nih aplikasi...,1 Agustus 2019 1 Agustus 2019
Iwed Alamo,undefined undefined undefined undefined,baik dan gampang utk mencari kebutuhan tiket dan hotel,1 Agustus 2019 1 Agustus 2019
Muhammad Fitri,undefined undefined undefined undefined undefined,bagus ja,1 Agustus 2019 1 Agustus 2019
Nirwansah Eka,undefined,kok gk bisa pesan hotel ya setelah di update? keluar app nya terus.,1 Agustus 2019 1 Agustus 2019
bagas widarta,undefined undefined undefined undefined undefined,bagus sekali,1 Agustus 2019 1 Agustus 2019
Moch Kafi Kafi,undefined undefined undefined undefined undefined,mudah pencariannya,1 Agustus 2019 1 Agustus 2019
Bang BePe,undefined undefined undefined undefined undefined,sangat simple dan membantu sekali..,1 Agustus 2019 1 Agustus 2019
mimasih Nawida,undefined undefined undefined undefined undefined,cepat,1 Agustus 2019 1 Agustus 2019
fiis satir Rodhiah,undefined undefined undefined undefined undefined,"Terimakasih, lumayan bagus",1 Agustus 2019 1 Agustus 2019
Felicia Valerie,undefined undefined undefined undefined undefined,"bagus,nyaman,bersih",1 Agustus 2019 1 Agustus 2019
Rina Agustina,undefined undefined undefined undefined undefined,nyaman dan murah,1 Agustus 2019 1 Agustus 2019
Amelia Elyawati,undefined undefined undefined undefined undefined,Baguslah pelayanan sama kamar nya bersih...,1 Agustus 2019 1 Agustus 2019
Adam Junior,undefined undefined undefined undefined undefined,"aplikasi sangat membantu,respon cepat dan memberikan kemudahan pada konsumen untuk menanyakan sesuatu nggak dimengerti oleh konsumen,,sukses selalu",1 Agustus 2019 1 Agustus 2019
Sura Klaudia,undefined undefined undefined undefined,"suka sama ini App ... tapi sayangnya akomodasi nya di keterangan cuma pesawat, ga ada kereta. jadi mesti cek google segala ini tempat sama stasiun jaraknya brp kilo.",1 Agustus 2019 1 Agustus 2019
Andaru Art,undefined undefined undefined undefined undefined,seneng,1 Agustus 2019 1 Agustus 2019
Sandi Dwiana,undefined undefined undefined,wa,1 Agustus 2019 1 Agustus 2019
muhamad jepri,undefined undefined undefined undefined undefined,Mantul..,1 Agustus 2019 1 Agustus 2019
Jol Papma,undefined undefined undefined undefined undefined,mantap,1 Agustus 2019 1 Agustus 2019
Kimmy Hurbey,undefined undefined undefined undefined,lumayan,31 Juli 2019 31 Juli 2019
SNIPER BELOYANG,undefined undefined undefined undefined undefined,sesuai diskripsi,31 Juli 2019 31 Juli 2019
Esra Pamasi,undefined undefined undefined undefined undefined,sukses terus airy,31 Juli 2019 31 Juli 2019
bryanto pabetting,undefined undefined undefined undefined undefined,nyaman,31 Juli 2019 31 Juli 2019
Arie Saprial,undefined undefined undefined undefined undefined,murah,31 Juli 2019 31 Juli 2019
Sudirman Sudirman,undefined undefined undefined,sy ksih bintang 3 dulu krn bru mau sy coba,31 Juli 2019 31 Juli 2019
Heri Setiawan,undefined undefined undefined undefined undefined,"meski kamar yang sudah dibayar penuh, tapi airy masih mengusahakan customernya mendapatkan kamar, bahkan kamarnya di upgrade ke yang lebih baik",31 Juli 2019 31 Juli 2019
dimas satrio,undefined undefined undefined undefined undefined,bagus,31 Juli 2019 31 Juli 2019
Sri W Diamond,undefined undefined undefined undefined,mantab dan mudah tiggal lihat proses berangkt nya kalu bagus saya akan terus berlanggan terus,31 Juli 2019 31 Juli 2019
Achmad Khatib,undefined undefined undefined undefined undefined,sangat memudah kah,31 Juli 2019 31 Juli 2019
Susana Susana,undefined undefined undefined undefined undefined,"sangat memuaskan memakai Airy,...banyak promo diskon nya .👌 yg penting airy mudah di gunakan,dan jgn ribet. kususnya transaksi untuk pemesan hotel dan tiket pesawat.",31 Juli 2019 31 Juli 2019
Bayu Kutus kutus,undefined,Konfirmasi Pesanannya Lamaaaaaaaaa,31 Juli 2019 31 Juli 2019
Bung Koko Djanggot,undefined undefined undefined undefined undefined,harga tiket lebih murah dari aplikasi serupa yang lain,31 Juli 2019 31 Juli 2019
Ari Darmawan,undefined undefined undefined undefined undefined,ok,31 Juli 2019 31 Juli 2019
Lalu Habiburrahman,undefined undefined,"mohon maaf sy sedikit kecewa karena pas sy booking tiket jam 12.15 kok konfirmasi keberangkatan jam 9.00, itupun sy kwalahan di airpot ngurus sana sini,,,",31 Juli 2019 31 Juli 2019
ervin dwi,undefined undefined undefined undefined undefined,promonya dan harga tiket murah bgtt,31 Juli 2019 31 Juli 2019
Susi Lawati,undefined undefined undefined undefined undefined,airy tuh nyaman banget..bersih banget pokoknya top lah,31 Juli 2019 31 Juli 2019
Riasih Satyani Kumari,undefined undefined undefined undefined undefined,Harga tiketnya lumayan murah,31 Juli 2019 31 Juli 2019
yantika sudiasih,undefined undefined undefined undefined undefined,sangat membantu sekali dan sangat mudah juga pelayanan customer care nya aplikasi fast respon,31 Juli 2019 31 Juli 2019
Lolita Yuliruttina chia,undefined undefined undefined undefined,temptnya bgs cuman ngk tempat parkir itu yg sult tempt parkinya ngk ada,31 Juli 2019 31 Juli 2019
Bajiel Bajiel,undefined undefined undefined undefined undefined,"App Airy Mantull, tiket pesawat bisa lbh murah hingga 10k lbh di banding app lain, metode pembayaran banyak & mudah, konfimasi tanpa menunggu lama..... Salam Sukses Airy.....",31 Juli 2019 31 Juli 2019
Haikal Gifari,undefined undefined undefined undefined undefined,fasilitas sangat memuaskan dengan harga yg terjangkau,31 Juli 2019 31 Juli 2019
WisJnu Chandra Chandradimuka,undefined undefined undefined undefined undefined,"Pesan di aplikasi ini sangat mudah,cepat & ada discount nya.. Success selalu Airy ☺️",31 Juli 2019 31 Juli 2019
Wira Prana,undefined undefined undefined undefined undefined,lumayan mudah... diskon nya d banyakin donk promo2 nya,31 Juli 2019 31 Juli 2019
Second Change,undefined undefined undefined undefined undefined,ok,31 Juli 2019 31 Juli 2019
Bpakjenggot Jenggot,undefined undefined undefined undefined undefined,ok lah aq kasih reting 5 karena responya cukup bagus,31 Juli 2019 31 Juli 2019
Erika Puspita,undefined undefined undefined undefined undefined,Mempermudah menginap di seluruh indonesia.. Lebih banyak in promo nya kayak dulu,30 Juli 2019 30 Juli 2019
Lila Manumoyoso,undefined undefined undefined undefined,selalu ada diskon di airy. mantap,30 Juli 2019 30 Juli 2019
Edy Setiawan,undefined undefined undefined undefined undefined,Aplikasi yg sangat membantu saat berpergian,30 Juli 2019 30 Juli 2019
Louis iqlatius,undefined undefined undefined undefined undefined,good aplication 👌,30 Juli 2019 30 Juli 2019
Noldi Umboh,undefined undefined undefined undefined undefined,proses cepat,30 Juli 2019 30 Juli 2019
zainal abidin,undefined undefined undefined undefined undefined,ok,30 Juli 2019 30 Juli 2019
Ricky A,undefined undefined undefined undefined,"sangat membantu,bg yg punya budget low,...",30 Juli 2019 30 Juli 2019
Rony Arisandi,undefined undefined undefined undefined undefined,Luar biasa,30 Juli 2019 30 Juli 2019
Ida Harianti,undefined undefined undefined undefined undefined,👍,30 Juli 2019 30 Juli 2019
karina ambrella,undefined undefined undefined undefined undefined,"disaat aku bingung banget buat pesen tiket pesawat aku langsung download aplikasi ini, pake jaringan Smartfren 4G yg anti lelet bikin aku lebih mudah menggunakan aplikasi ini cepat dan praktis",30 Juli 2019 30 Juli 2019
Hery Setyawan,undefined undefined undefined undefined undefined,"Sementara ini memakai airy untuk pesan hotel, hotelnya lumayan dan harga bersahabat saat melihat di smartphone. mudah2an saat hari H menginap kondisi hotelnya sama seperti yg ditampilkan di laman aplikasinya.",30 Juli 2019 30 Juli 2019
Muhammad Zulkifli,undefined undefined undefined undefined undefined,sudah baik dan semoga bisa lebih baik lagi,30 Juli 2019 30 Juli 2019
Kamila Furniture,undefined undefined undefined undefined undefined,bagus,30 Juli 2019 30 Juli 2019
nazir amooduto,undefined undefined undefined undefined,apa yaa 😊,30 Juli 2019 30 Juli 2019
Dimas Candra Aditya,undefined undefined undefined undefined undefined,Sip😁👍,30 Juli 2019 30 Juli 2019
Niain,undefined undefined undefined undefined undefined,👍,30 Juli 2019 30 Juli 2019
Rustianto Dedy Prasetio,undefined undefined undefined undefined undefined,seru and fun...ayo pergi bersama airy,30 Juli 2019 30 Juli 2019
Jusuf Obaedillah,undefined undefined undefined undefined undefined,aplikasinya mudah top bgt,30 Juli 2019 30 Juli 2019
pak setyo,undefined undefined undefined undefined undefined,beruntung ada airy,30 Juli 2019 30 Juli 2019
zahrotul honza,undefined undefined undefined undefined undefined,Selama ini suka sich murah juga nyaman....,30 Juli 2019 30 Juli 2019
My PHONE,undefined undefined undefined undefined undefined,"terima kasih airy, aplikasi ini sangat membantu saya dlm hendak melakukan perjalanan, aplikasi ini juga sangat simpel dan mudah untuk difahami.ILoveairy",30 Juli 2019 30 Juli 2019
Linda Ratu Indryasha,undefined undefined undefined undefined undefined,"puas banget...tiket murah,sukses trus airy👍👍👍",30 Juli 2019 30 Juli 2019
Nanine Yulistia,undefined undefined undefined undefined undefined,mantap,30 Juli 2019 30 Juli 2019
Erna Indrayani,undefined undefined undefined undefined undefined,bagus dan nyaman,30 Juli 2019 30 Juli 2019
Udin Khama,undefined undefined undefined undefined undefined,"sangat berterima kasih kepada Airy,,,harga tiket disini lebih murah berbeda jauh dengan aplikasi lain.",30 Juli 2019 30 Juli 2019
Nyu Drajat Himawan,undefined undefined undefined undefined undefined,joss,30 Juli 2019 30 Juli 2019
Eka Nia,undefined undefined undefined undefined undefined,tiket pesawatnya murah 😊,29 Juli 2019 30 Juli 2019
Masdiana Fridesta,undefined undefined undefined undefined undefined,Prosesnya cepat & trus banyak promonya ya. Lalu secepatnya ada utk tiket pesawat internasional.,29 Juli 2019 30 Juli 2019
Zahir Balfaqih,undefined undefined undefined undefined undefined,MANTUL,29 Juli 2019 29 Juli 2019
mamee mameefashion,undefined undefined undefined undefined undefined,Sangat puas sekali dengan pelayanan dan kamarnya. Terima kasih Airy. Pertahankan terus reputasinya.,29 Juli 2019 29 Juli 2019
Ruben Danging Danging,undefined undefined undefined undefined undefined,harga tiket pesawat ende surabaya tanggal 10 agustus 2019,29 Juli 2019 29 Juli 2019
DINAR San,undefined undefined undefined undefined undefined,murah,29 Juli 2019 29 Juli 2019
Oktavia rosliani Purwaningsih,undefined undefined undefined undefined undefined,ok,29 Juli 2019 29 Juli 2019
Fik Him,undefined undefined undefined undefined undefined,mantao,29 Juli 2019 29 Juli 2019
Rifky Hidayat,undefined undefined undefined undefined undefined,ok,29 Juli 2019 29 Juli 2019
Arie Nurhidayat,undefined undefined undefined,saya beli tiket konfirmasinya lama banget jadi susah saya pesannya,29 Juli 2019 29 Juli 2019
Tubagus Rahmalillah Astari,undefined undefined undefined undefined undefined,"sangat membantu dalam mencari akomodasi terbaik dan termurah, terima kasih airy",29 Juli 2019 29 Juli 2019
Luluk Subandriyah,undefined undefined undefined undefined undefined,harga murah dan banyak potongan,29 Juli 2019 29 Juli 2019
Yana Sari,undefined undefined undefined undefined,bagus cm gak ada air panas kalau mau mandi subuh,29 Juli 2019 29 Juli 2019
didik jsaptono,undefined undefined undefined undefined,oke aplikasinya gampang,29 Juli 2019 29 Juli 2019
